start	end	text
11260	17120	Good afternoon everyone. Thanks for being here. I have the immense pleasure to be the last one
17120	22080	standing between you and the party. Not sure if it's a pleasure or a curse, you'll tell me in an
22080	27760	hour. So my name is Roland, I'm principal engineer working in the TAC in Brussels for many many
27760	34720	years and I've been focusing in SEI for 10 years and we're here today to talk about PBR. PBR stands
34720	39700	for policy-based redirect, not routing. It's really about redirecting the traffic based on
39700	45540	contract and not too much about routing. This is a very wide topic, we could probably cover,
45660	50460	if we want to cover all zillion features of policy-based redirect, we could probably spend
50460	56840	four or five hours. So I've been deciding to focus on an introduction and focusing on a
56840	57740	generalization of the policy-based redirect. So I'm going to start with the policy-based redirect
57740	63440	generic packet load which is the simplest possible PBR scenario and then we'll take some use case
63440	71020	which we see more and more. East-west PBR in a multi-pod, east-west PBR in a multi-site and
71020	76960	finally we'll end up with multi-site any-to-any PBR which is a brand new functionality that was
76960	86080	added officially in 6.04, so something like last month. So first, why do we need to talk about PBR
86080	87060	and why is it important?
87740	92820	Well, it's all about service insertion and mostly firewalls. So all my examples are related to
92820	100400	firewall even if you can perfectly use it for load balancer. Without PBR, it's not easy to have a
100400	105100	firewall in an ACI fabric, especially for east-west. Either you leave the default gateway on the
105100	111820	firewall, which limits you greatly in your design, or you do VRF stitching with a VRF for the
111820	117080	consumer, a VRF with the provider, but then you need two-arm firewall, which is an over-limiting
117080	117440	factor.
117740	124960	The routing is getting more complex, you need more VRF. It can work out, but that's not ideal. So PBR
124960	131440	allows you to just insert it. So you still keep a contract. PBR is a contract. It's attached to a
131440	137800	contract. You have a consumer and you have a provider, and you just drop your firewall in
137800	145520	between and ACI will make sure that the necessary constructs are there to have every packet that
145520	147420	goes between your consumer and your provider.
147920	152180	So if you're matching your contract, just go to the firewall instead of going directly to the
152180	158780	destination. So that's very convenient. In most scenarios, you can keep one arm. Even if you can do
158780	164620	two arms, 99% of the deployment of policy-based redirect are done with one arm. So the routing on
164620	173120	your firewall is extremely easy. You just need a default route. And your contract will be attached
173120	177160	with what we call a service graph, which is how you can reach the firewall.
179460	185920	So once you configure it, we're going to deploy a set of things. And it's all done for you. At the end,
186000	190220	the firewall is still physically attached to your fabric, so it needs a VLAN to communicate to the
190220	196160	fabric. Anything that is attached to the fabric needs to be part of an EPG. So that's going to be
196160	202860	what we call a shadow EPG or a service EPG. Pick up whatever terminology you like. And that's the
207740	212360	way we'll look at it. We will see what's the use of it. It's important for troubleshooting. You don't
212360	220240	deploy it. It's automatically deployed while you run your service graph. We'll call connector the
220240	225880	leg of your firewall or your service device. So you'll have a consumer connector, which connects
225880	232280	between your consumer and your service device and a provider connector. If you run one arm, the
232280	237680	consumer and the provider connector will end up to be the same VLAN, the same shadow EPG. If you run
237740	244040	two arms, they're going to be separated. So the flow will be, even if you configure a single contract,
244360	251740	will be like if it was a contract between your consumer to your firewall, and then a second one,
251860	259940	which goes from your firewall to your provider. So we'll go twice through ACI fabric. Before digging
259940	266100	into the example, let's quickly remind where the policy is applied in ACI. So even without PBR.
