start	end	text
0.0	12.16	 All right.
12.16	14.32	 Good morning, everyone.
14.32	17.240000000000002	 First question, can you see the screen?
17.240000000000002	19.240000000000002	 Can you hear my voice okay?
19.240000000000002	20.240000000000002	 Perfect.
20.240000000000002	21.240000000000002	 Okay.
21.240000000000002	29.28	 So, we only have 20 minutes, so let's dive right in.
29.28	35.24	 Today I'm going to talk about an application that translates Ansible to Terraform using
35.24	41.400000000000006	 an application called Translator for ACI.
41.400000000000006	43.96	 This is food for thought.
43.96	49.88	 Ansible and Terraform are two sides of the same coin for ACI.
49.88	51.760000000000005	 Let's think of it this way.
51.760000000000005	58.480000000000004	 If the coin represents the concept of managing or provisioning an infrastructure in ACI,
58.48	65.72	 you have one side of the coin representing Ansible, which is more procedural or imperative
65.72	72.24	 in its approach, where you mention tasks one after the other in the playbook, and you tell
72.24	76.42	 the system how to reach the desired end state.
76.42	83.08	 The other side of the coin, you have Terraform, which is declarative in its approach.
83.08	88.19999999999999	 By declarative, I mean you just mentioned the desired end state, and Terraform by itself
88.2	91.24000000000001	 decides how to get there.
91.24000000000001	104.24000000000001	 While both of them achieve the same goal, sorry, you have a question?
104.24000000000001	105.24000000000001	 No?
105.24000000000001	106.24000000000001	 Okay.
106.24000000000001	117.48	 You can either use Ansible or Terraform or a combination of both, depending on the context.
117.48	120.52000000000001	 So what is this application?
120.52000000000001	128.88	 The application converts an Ansible playbook into its respective resource file and state
128.88	131.88	 file in Terraform.
131.88	134.28	 As simple as that.
134.28	136.56	 Okay.
136.56	138.9	 Few things to remember.
138.9	141.32	 This is only designed for ACI.
141.32	142.4	 The application that is.
142.4	145.64000000000001	 It's only designed for ACI.
145.64	152.72	 It's not a direct language conversion where Ansible playbook is written in YAML format.
152.72	158.04	 The YAML format is not converted into HCL, which is Hashi configuration language, which
158.04	159.88	 is written in Terraform again.
159.88	165.38	 So it's not a static translation.
165.38	171.2	 You need Ansible in the backend, which runs the playbook you want to translate, pushes
171.95999999999998	178.07999999999998	 the config to the APEC and Terraform imports that config.
178.07999999999998	186.56	 So minimum requirement would be an APEC simulator or any APEC will do really.
186.56	187.56	 Okay.
187.56	190.44	 The million dollar question.
190.44	195.76	 Why move from Ansible to Terraform?
195.76	204.76	 If you're using Ansible to configure an ACI infrastructure and it becomes large and it's
204.76	212.56	 growing, the real challenge is keeping track of the real world resources in ACI.
212.56	216.95999999999998	 This can be overcome if you use Terraform.
216.95999999999998	223.68	 So in a way you can translate the Ansible playbook to the Terraform config file and
223.68	229.0	 the state file, which serves as the source of truth of your ACI environment.
229.0	231.08	 What do I mean by a state file?
231.08	238.32	 It's nothing but a snapshot of your infrastructure at a given time stored in a file.
238.32	246.04000000000002	 This helps Terraform identify if there's any change in the desired config so that it can
246.04000000000002	250.72	 match with the ACI infrastructure.
250.76	258.92	 The second point I would like to talk about is if you're using Ansible to manage your
258.92	265.9	 on-prem infrastructure, which is part of a hybrid cloud environment, Terraform being
265.9	272.16	 cloud agnostic is the likely contender that's managing other cloud infrastructures.
272.16	277.72	 It would be helpful if you converted your Ansible playbook into Terraform config so
