start	end	text
0.0	12.96	 And good morning, everybody.
12.96	14.96	 I hope you can hear me fine.
14.96	18.96	 Thank you for being into this session and welcome to Cisco Live.
18.96	23.64	 I am Alessandro De Prato and I am a technical marketing engineer for the data center and
23.64	26.240000000000002	 provider connectivity business unit.
26.240000000000002	29.96	 As you can guess from the title of this presentation, I work for the data center side of the company
29.96	34.64	 at the house and my group is the one responsible for the development of the Nexus, which is
34.64	40.08	 the ACI ecosystem, the Nexus dashboard and all the applications running on top of Nexus
40.08	41.24	 dashboard.
41.24	44.480000000000004	 I have two announcements today before we start.
44.480000000000004	47.040000000000006	 The first one is a service announcement.
47.040000000000006	52.400000000000006	 I just like to let you know that all over the Netherlands, the public warning sirens
52.400000000000006	59.2	 are being tested today at 12 a.m., which means I'm the lucky speaker who will have to stop
59.24	62.080000000000005	 for about one minute, one minute and a half.
62.080000000000005	65.32000000000001	 So when that happens, we're going to stop the session.
65.32000000000001	70.24000000000001	 We will wait for the siren alarm to ring and then we will start again.
70.24000000000001	74.68	 The second thing I'd like to tell you, today I will be the messenger of this session.
74.68	80.56	 The entire content and the pipeline definition itself was prepared by my colleague, Alejandro
80.56	86.04	 De Alda, who could not be with us for good reasons today, so I will be delivering it.
86.04	92.60000000000001	 What I would like to show you is an easy, safe, powerful, automated, consistent way
92.60000000000001	97.12	 that you could implement in order to apply changes to your network infrastructure with
97.12	104.0	 the help of ACI as the data center fabric technology, Nexus dashboard insights as the
104.0	110.96000000000001	 day two operations and obviously CI-CD pipelines for managing the workflow.
110.96000000000001	113.94000000000001	 I have two questions for you now.
113.94	121.74	 The first one is, have you gotten to the situation where the network was broken due to a change?
121.74	124.74	 Could you just raise the hand if that happened?
124.74	126.94	 Okay, that's fair.
126.94	129.22	 That's pretty much what I was expecting.
129.22	133.46	 And now all of you, how many of you think that the change, sorry, the outage, the fault
133.46	137.98	 could be avoided with a better testing or with a proper testing?
137.98	140.57999999999998	 Okay, good, good.
140.58	144.94000000000003	 And this is going to be the focus for the next 44 minutes.
144.94000000000003	145.94000000000003	 This is the agenda, right?
145.94000000000003	149.9	 So we're going to start discussing what the CI-CD pipeline is, very high level.
149.9	152.94	 We are not going to go too deep into this.
152.94	157.94	 Then I will tell you why it is important to always perform pre-change validation and post-change
157.94	162.42000000000002	 verification and we will see how Nexus dashboard insights can help us here.
162.42000000000002	167.26000000000002	 And then I'm going to run this demo where I will show you the entire pipeline definition,
167.34	172.14	 how to configure it, and we're also going to see that running.
172.14	177.29999999999998	 Before I forgot, remember that there is the Webex Room dedicated to DevNet 2473.
177.29999999999998	178.29999999999998	 You can join.
178.29999999999998	179.29999999999998	 I'm going to share the slides.
179.29999999999998	184.68	 I'm going to share additional links after the session is ended.
184.68	188.26	 If you have any questions for me, please feel free to ask them there.
188.26	191.82	 I will be more than happy to answer them over the next weeks as well.
191.82	197.01999999999998	 I will be keeping monitoring the room for a couple of months at least.
197.01999999999998	198.06	 Good.
198.06	200.94	 So what is a CI-CD pipeline?
200.94	202.66	 We can start from the acronym.
202.66	207.12	 The acronym stands for Continuous Integration, Continuous Deployment.
207.12	212.22	 You can consider it like an operational model that we imported from the software development
212.22	213.42	 industry.
213.42	221.18	 In a glance, you have to see a CI-CD pipeline like a list of tasks, heterogeneous tasks,
221.26000000000002	225.5	 automated tasks that are there to accomplish a goal.
225.5	226.5	 What is that goal?
226.5	229.0	 Well, it depends from your needs.
229.0	235.26000000000002	 You can achieve pretty much any kind of goal as long as you can automate those tasks.
235.26000000000002	241.74	 Today our goal is going to be to deploy something similar to this pipeline that you see defined
241.74	247.14000000000001	 here at very high level into the context of network infrastructure as code.
